Product Category,Quantity,Unit Price,Total Price,Order Date,Payment Type,Order Status
Clothing,3,499.6027696,1498.808309,2023-09-18,Credit Card,Refunded
Electronics,4,239.6814847,958.7259386,2023-04-24,Debit Card,Refunded
Sports & Outdoors,2,187.3938318,374.7876635,2023-06-04,PayPal,Refunded
Electronics,4,423.9724322,1695.889729,2023-11-30,Credit Card,Completed
Beauty & Health,3,471.0532422,1413.159727,2023-05-02,Credit Card,Completed
Beauty & Health,2,349.7939687,699.5879374,2023-12-02,PayPal,Cancelled
Electronics,4,195.5552485,782.2209941,2023-08-02,PayPal,Pending
Sports & Outdoors,4,137.2426282,548.9705126,2023-11-23,Credit Card,Pending
Books,2,12.34261989,24.68523978,2023-02-17,PayPal,Cancelled
Home & Kitchen,3,256.6617625,769.9852876,2023-01-01,Gift Card,Refunded
Beauty & Health,2,92.46873039,184.9374608,2023-08-27,Credit Card,Cancelled
Sports & Outdoors,1,398.0843518,398.0843518,2023-11-18,Credit Card,Refunded
Electronics,3,231.878826,695.6364779,2023-07-11,Gift Card,Cancelled
Books,3,243.2000791,729.6002373,2023-06-12,Credit Card,Completed
Clothing,4,430.9860846,1723.944338,2023-12-23,Debit Card,Pending
Home & Kitchen,1,137.2347307,137.2347307,2023-11-24,Debit Card,Refunded
Sports & Outdoors,4,129.2763643,517.1054571,2023-06-07,PayPal,Pending
Electronics,3,273.2943419,819.8830257,2023-02-25,PayPal,Refunded
Beauty & Health,5,161.0371759,805.1858797,2023-01-15,Gift Card,Cancelled
Electronics,5,480.7101194,2403.550597,2023-10-17,Debit Card,Refunded
Electronics,5,400.7039624,2003.519812,2023-07-11,Credit Card,Pending
Sports & Outdoors,1,133.8434565,133.8434565,2023-06-03,Credit Card,Pending
Sports & Outdoors,5,221.9276896,1109.638448,2023-08-16,PayPal,Refunded
Beauty & Health,5,371.9526115,1859.763058,2023-10-14,PayPal,Completed
Sports & Outdoors,2,69.1643696,138.3287392,2023-09-22,Debit Card,Pending
Books,3,150.3423999,451.0271996,2023-05-30,Credit Card,Cancelled
Electronics,1,460.3884989,460.3884989,2023-07-21,Credit Card,Completed
Clothing,4,194.1607444,776.6429775,2023-11-11,Gift Card,Refunded
Books,4,459.9189869,1839.675948,2023-11-18,Debit Card,Pending
Electronics,2,314.1237346,628.2474691,2023-07-30,Gift Card,Completed
Books,4,308.1528909,1232.611564,2023-04-03,Credit Card,Pending
Electronics,3,146.8807242,440.6421726,2023-12-16,Credit Card,Pending
Books,3,454.5818182,1363.745455,2023-01-14,Debit Card,Completed
Clothing,4,87.78749776,351.149991,2023-01-04,PayPal,Refunded
Home & Kitchen,5,198.3154602,991.577301,2023-05-24,PayPal,Pending
Sports & Outdoors,4,446.986489,1787.945956,2023-12-27,PayPal,Completed
Sports & Outdoors,2,349.4381483,698.8762966,2023-01-09,Gift Card,Completed
Sports & Outdoors,1,97.28950932,97.28950932,2023-11-10,PayPal,Pending
Home & Kitchen,1,411.1812395,411.1812395,2023-02-07,Gift Card,Completed
Electronics,4,227.531838,910.1273522,2023-10-23,PayPal,Completed
Home & Kitchen,2,10.63620903,21.27241806,2023-01-13,Gift Card,Cancelled
Clothing,3,191.6934574,575.0803722,2023-04-14,PayPal,Cancelled
Beauty & Health,2,472.6876903,945.3753806,2023-06-29,Gift Card,Cancelled
Sports & Outdoors,4,132.2331814,528.9327257,2023-06-16,Gift Card,Completed
Home & Kitchen,2,410.702319,821.404638,2023-02-07,Credit Card,Pending
Books,4,194.0097992,776.0391969,2023-05-13,Gift Card,Cancelled
Beauty & Health,4,308.2773812,1233.109525,2023-08-23,Credit Card,Completed
Home & Kitchen,2,254.4426963,508.8853927,2023-09-27,Debit Card,Pending
Books,5,484.5804699,2422.902349,2023-02-28,Gift Card,Pending
Clothing,1,441.6132075,441.6132075,2023-12-14,Gift Card,Pending
Home & Kitchen,3,360.6499835,1081.949951,2023-12-01,PayPal,Refunded
Books,1,379.8642697,379.8642697,2023-01-04,Gift Card,Completed
Home & Kitchen,5,39.99413289,199.9706645,2023-10-29,Credit Card,Completed
Clothing,2,405.5911881,811.1823762,2023-03-08,Credit Card,Pending
Books,1,359.7788642,359.7788642,2023-01-20,Gift Card,Pending
Beauty & Health,1,86.76101198,86.76101198,2023-03-09,Debit Card,Refunded
Beauty & Health,1,86.36903352,86.36903352,2023-06-19,Credit Card,Completed
Home & Kitchen,1,66.98439784,66.98439784,2023-06-27,Credit Card,Refunded
Clothing,1,217.8761056,217.8761056,2023-02-18,Gift Card,Pending
Beauty & Health,2,396.6943245,793.388649,2023-05-06,PayPal,Completed
Sports & Outdoors,3,312.7761313,938.3283939,2023-08-18,PayPal,Pending
Home & Kitchen,2,29.71814917,59.43629835,2023-11-25,Debit Card,Pending
Home & Kitchen,2,250.3196476,500.6392951,2023-10-25,PayPal,Completed
Sports & Outdoors,4,476.677557,1906.710228,2023-03-14,Debit Card,Completed
Clothing,3,305.5328395,916.5985186,2023-11-10,Gift Card,Completed
Electronics,3,303.6408032,910.9224097,2023-07-19,Debit Card,Pending
Sports & Outdoors,5,334.7942848,1673.971424,2023-08-29,Debit Card,Cancelled
Clothing,1,103.4884636,103.4884636,2023-08-28,Credit Card,Completed
Beauty & Health,1,121.150738,121.150738,2023-09-26,Credit Card,Cancelled
Books,1,418.5551596,418.5551596,2023-12-28,Debit Card,Cancelled
Home & Kitchen,5,21.38333173,106.9166587,2023-09-12,PayPal,Completed
Beauty & Health,3,86.64802737,259.9440821,2023-07-31,Debit Card,Cancelled
Sports & Outdoors,1,260.697887,260.697887,2023-03-20,Gift Card,Completed
Beauty & Health,5,108.7029604,543.5148019,2023-04-19,Gift Card,Cancelled
Electronics,3,467.1624188,1401.487256,2023-03-11,Credit Card,Completed
Clothing,4,340.0302549,1360.12102,2023-03-14,Gift Card,Pending
Home & Kitchen,1,332.598703,332.598703,2023-06-10,Gift Card,Cancelled
Sports & Outdoors,1,336.556993,336.556993,2023-02-26,Debit Card,Completed
Sports & Outdoors,2,61.26976173,122.5395235,2023-12-21,Credit Card,Pending
Clothing,3,196.8143202,590.4429605,2023-04-03,Credit Card,Refunded
Home & Kitchen,5,296.299433,1481.497165,2023-11-21,Debit Card,Pending
Beauty & Health,5,343.7639065,1718.819533,2023-05-01,PayPal,Cancelled
Beauty & Health,3,343.234241,1029.702723,2023-03-14,Gift Card,Completed
Clothing,5,54.93142326,274.6571163,2023-03-15,Debit Card,Cancelled
Clothing,4,104.6468731,418.5874925,2023-10-25,Credit Card,Completed
Home & Kitchen,5,294.6695636,1473.347818,2023-09-26,Gift Card,Refunded
Electronics,1,14.18495485,14.18495485,2023-06-09,PayPal,Pending
Home & Kitchen,5,350.8758174,1754.379087,2023-12-20,PayPal,Refunded
Clothing,3,202.7359591,608.2078772,2023-10-06,Credit Card,Pending
Electronics,5,128.2011049,641.0055243,2023-09-03,Debit Card,Completed
Sports & Outdoors,1,243.4976993,243.4976993,2023-10-12,PayPal,Completed
Books,4,329.6637452,1318.654981,2023-11-17,Debit Card,Refunded
Clothing,3,384.2755096,1152.826529,2023-02-27,PayPal,Pending
Beauty & Health,5,282.2517219,1411.258609,2023-10-04,PayPal,Cancelled
Beauty & Health,5,204.130474,1020.65237,2023-02-02,Credit Card,Pending
Clothing,2,401.752385,803.5047701,2023-11-02,PayPal,Completed
Electronics,2,36.12258259,72.24516518,2023-09-19,Credit Card,Pending
Clothing,5,326.5942707,1632.971353,2023-03-23,Credit Card,Cancelled
Electronics,3,271.5270275,814.5810825,2023-09-10,PayPal,Cancelled
Clothing,3,347.681016,1043.043048,2023-06-08,PayPal,Completed
Beauty & Health,1,126.8493372,126.8493372,2023-08-05,Debit Card,Refunded
Clothing,1,260.3414353,260.3414353,2023-03-08,Credit Card,Completed
Books,3,259.4588431,778.3765292,2023-10-09,Debit Card,Completed
Sports & Outdoors,5,12.98290986,64.91454929,2023-02-19,Debit Card,Refunded
Beauty & Health,4,323.9582085,1295.832834,2023-12-11,PayPal,Refunded
Clothing,3,310.7858022,932.3574065,2023-03-09,Debit Card,Pending
Books,1,420.0632734,420.0632734,2023-09-01,Gift Card,Cancelled
Home & Kitchen,2,205.0361764,410.0723528,2023-12-19,PayPal,Pending
Beauty & Health,5,397.2768589,1986.384295,2023-09-12,Credit Card,Cancelled
Beauty & Health,1,80.13435726,80.13435726,2023-01-22,Gift Card,Refunded
Home & Kitchen,3,186.3740926,559.1222779,2023-03-05,Debit Card,Refunded
Beauty & Health,5,143.9250162,719.6250809,2023-07-17,PayPal,Completed
Sports & Outdoors,5,275.4023806,1377.011903,2023-10-08,Debit Card,Pending
Beauty & Health,3,53.98454795,161.9536439,2023-01-09,Gift Card,Cancelled
Beauty & Health,3,51.25479803,153.7643941,2023-05-31,Debit Card,Refunded
Home & Kitchen,1,274.3555506,274.3555506,2023-04-26,Debit Card,Pending
Books,1,219.7313918,219.7313918,2023-06-25,PayPal,Refunded
Clothing,3,466.3275711,1398.982713,2023-09-11,Gift Card,Cancelled
Home & Kitchen,5,95.95834852,479.7917426,2023-01-23,Debit Card,Completed
Clothing,1,375.217493,375.217493,2023-01-30,Gift Card,Cancelled
Clothing,2,321.0148696,642.0297393,2023-03-17,PayPal,Refunded
Home & Kitchen,3,280.1035734,840.3107202,2023-01-15,Debit Card,Pending
Sports & Outdoors,3,35.71019039,107.1305712,2023-03-05,Gift Card,Refunded
Home & Kitchen,3,175.6359865,526.9079596,2023-04-23,PayPal,Completed
Home & Kitchen,4,295.5630308,1182.252123,2023-03-01,PayPal,Cancelled
Electronics,2,355.0304307,710.0608614,2023-12-11,Credit Card,Refunded
Books,3,66.07162823,198.2148847,2023-12-14,PayPal,Cancelled
Books,1,259.9846562,259.9846562,2023-08-31,Debit Card,Cancelled
Sports & Outdoors,1,273.0857112,273.0857112,2023-02-17,Gift Card,Completed
Clothing,5,78.88954349,394.4477174,2023-07-10,Debit Card,Completed
Home & Kitchen,1,262.7610794,262.7610794,2023-03-03,PayPal,Refunded
Home & Kitchen,3,339.9665856,1019.899757,2023-06-17,Credit Card,Cancelled
Home & Kitchen,3,121.1876506,363.5629519,2023-10-14,Credit Card,Cancelled
Home & Kitchen,2,194.4501386,388.9002773,2023-01-22,PayPal,Cancelled
Electronics,5,421.2245147,2106.122574,2023-05-23,Debit Card,Pending
Sports & Outdoors,5,266.7958624,1333.979312,2023-08-09,PayPal,Cancelled
Beauty & Health,2,189.3089929,378.6179859,2023-02-26,Debit Card,Completed
Home & Kitchen,5,327.1454925,1635.727462,2023-04-07,PayPal,Completed
Home & Kitchen,5,22.56841802,112.8420901,2023-02-28,PayPal,Cancelled
Clothing,1,271.9878463,271.9878463,2023-05-19,Debit Card,Completed
Clothing,4,320.3486428,1281.394571,2023-05-17,Credit Card,Completed
Books,4,286.7704426,1147.08177,2023-03-24,Debit Card,Refunded
Sports & Outdoors,2,11.38927944,22.77855887,2023-02-06,Credit Card,Completed
Beauty & Health,5,205.1014402,1025.507201,2023-06-22,PayPal,Cancelled
Sports & Outdoors,4,29.0345443,116.1381772,2023-02-21,PayPal,Pending
Books,4,153.7290944,614.9163778,2023-01-22,PayPal,Pending
Books,4,65.75543982,263.0217593,2023-04-27,Debit Card,Pending
Clothing,4,187.855803,751.423212,2023-01-25,Credit Card,Completed
Clothing,3,477.7960888,1433.388266,2023-02-11,Debit Card,Pending
Home & Kitchen,2,275.7781055,551.5562111,2023-06-04,Debit Card,Refunded
Clothing,3,237.7548553,713.2645658,2023-11-17,Credit Card,Pending
Clothing,2,346.2926128,692.5852257,2023-12-28,Credit Card,Cancelled
Home & Kitchen,4,96.54962213,386.1984885,2023-06-02,Credit Card,Completed
Sports & Outdoors,3,208.2162697,624.648809,2023-03-15,Credit Card,Pending
Sports & Outdoors,2,124.6972648,249.3945296,2023-04-17,Gift Card,Refunded
Home & Kitchen,4,199.3847967,797.5391869,2023-10-03,Credit Card,Cancelled
Clothing,5,364.9227252,1824.613626,2023-07-13,Debit Card,Completed
Electronics,5,438.0554994,2190.277497,2023-06-25,Debit Card,Cancelled
Electronics,4,275.129968,1100.519872,2023-02-06,Debit Card,Cancelled
Electronics,3,312.0492945,936.1478835,2023-05-26,Credit Card,Pending
Home & Kitchen,1,302.1898059,302.1898059,2023-04-22,Debit Card,Completed
Electronics,1,419.1211632,419.1211632,2023-11-17,PayPal,Completed
Electronics,3,415.9098252,1247.729476,2023-06-08,Gift Card,Completed
Home & Kitchen,4,219.7002922,878.8011689,2023-05-20,PayPal,Pending
Clothing,2,485.8684607,971.7369214,2023-01-12,Gift Card,Cancelled
Books,5,151.6235455,758.1177274,2023-01-06,Gift Card,Completed
Sports & Outdoors,1,488.4207391,488.4207391,2023-05-13,PayPal,Completed
Sports & Outdoors,1,30.23709481,30.23709481,2023-12-07,Gift Card,Pending
Sports & Outdoors,5,498.0132181,2490.06609,2023-01-27,Credit Card,Cancelled
Home & Kitchen,3,70.06460787,210.1938236,2023-10-03,PayPal,Completed
Books,1,120.8802555,120.8802555,2023-10-16,Debit Card,Refunded
Electronics,4,248.6603204,994.6412816,2023-06-30,Credit Card,Refunded
Home & Kitchen,4,24.24136349,96.96545394,2023-10-05,Gift Card,Refunded
Books,3,188.2318999,564.6956997,2023-04-25,Gift Card,Pending
Clothing,2,398.2762024,796.5524048,2023-05-30,Gift Card,Completed
Sports & Outdoors,1,201.7278227,201.7278227,2023-05-29,Credit Card,Completed
Electronics,3,115.1494957,345.448487,2023-03-30,Gift Card,Completed
Home & Kitchen,5,167.5267212,837.6336059,2023-08-28,Credit Card,Cancelled
Beauty & Health,2,185.0437303,370.0874607,2023-11-28,PayPal,Refunded
Home & Kitchen,4,82.67667127,330.7066851,2023-05-27,Debit Card,Cancelled
Sports & Outdoors,1,260.6015189,260.6015189,2023-04-15,PayPal,Completed
Beauty & Health,4,202.346718,809.3868718,2023-03-12,Gift Card,Completed
Electronics,1,369.0804764,369.0804764,2023-09-24,Debit Card,Pending
Beauty & Health,5,83.69216799,418.46084,2023-05-15,Debit Card,Refunded
Electronics,1,256.8218669,256.8218669,2023-10-29,Debit Card,Pending
Books,4,131.6576951,526.6307805,2023-10-31,Credit Card,Cancelled
Home & Kitchen,2,431.166197,862.332394,2023-02-16,Gift Card,Pending
Books,1,24.44334865,24.44334865,2023-12-01,Credit Card,Pending
Sports & Outdoors,2,397.6447868,795.2895736,2023-04-11,PayPal,Pending
Electronics,1,47.34213633,47.34213633,2023-09-27,PayPal,Cancelled
Clothing,2,228.2536865,456.5073729,2023-01-08,Gift Card,Cancelled
Home & Kitchen,5,149.2157439,746.0787195,2023-10-25,Debit Card,Completed
Clothing,1,444.3987661,444.3987661,2023-03-14,Debit Card,Refunded
Sports & Outdoors,3,60.6964686,182.0894058,2023-11-28,PayPal,Pending
Clothing,1,290.5689713,290.5689713,2023-03-04,Debit Card,Completed
Books,3,98.98000258,296.9400077,2023-01-18,Debit Card,Refunded
Electronics,2,336.9854306,673.9708611,2023-05-25,Credit Card,Pending
Clothing,2,419.1831811,838.3663623,2023-11-09,Credit Card,Pending
Books,5,186.0782618,930.3913092,2023-08-29,Debit Card,Pending
Sports & Outdoors,1,47.69983006,47.69983006,2023-11-10,PayPal,Completed
Books,1,436.2368353,436.2368353,2023-11-27,Credit Card,Refunded
Clothing,5,271.62002,1358.1001,2023-07-07,Credit Card,Pending
Books,3,431.001419,1293.004257,2023-12-26,PayPal,Pending
Electronics,1,241.8258128,241.8258128,2023-06-18,Gift Card,Cancelled
Home & Kitchen,3,182.239246,546.717738,2023-07-23,PayPal,Refunded
Electronics,5,278.5664459,1392.832229,2023-03-06,Gift Card,Cancelled
Beauty & Health,1,398.8469595,398.8469595,2023-09-27,Credit Card,Pending
Electronics,1,210.148756,210.148756,2023-03-10,Credit Card,Completed
Books,2,71.68561406,143.3712281,2023-02-04,Debit Card,Cancelled
Beauty & Health,5,158.917659,794.588295,2023-04-30,Debit Card,Cancelled
Sports & Outdoors,3,71.79359203,215.3807761,2023-12-18,Credit Card,Cancelled
Sports & Outdoors,4,34.06182704,136.2473082,2023-04-23,Debit Card,Cancelled
Sports & Outdoors,2,81.37185838,162.7437168,2023-07-08,Credit Card,Pending
Home & Kitchen,3,277.4165574,832.2496721,2023-01-23,Credit Card,Pending
Electronics,4,439.7040206,1758.816082,2023-05-07,Debit Card,Refunded
Home & Kitchen,3,371.3899884,1114.169965,2023-07-13,PayPal,Completed
Beauty & Health,3,135.307742,405.923226,2023-08-10,Credit Card,Completed
Beauty & Health,3,104.5344976,313.6034928,2023-05-29,Gift Card,Pending
Beauty & Health,1,40.87881435,40.87881435,2023-04-12,Credit Card,Pending
Books,2,395.6334768,791.2669536,2023-08-20,Gift Card,Cancelled
Clothing,4,438.2621664,1753.048666,2023-01-04,Gift Card,Refunded
Books,2,447.4439802,894.8879605,2023-01-29,Credit Card,Pending
Sports & Outdoors,4,188.9971549,755.9886195,2023-05-16,Gift Card,Cancelled
Electronics,4,420.882768,1683.531072,2023-09-04,Credit Card,Refunded
Clothing,1,26.92483564,26.92483564,2023-04-02,Debit Card,Completed
Books,2,490.9468438,981.8936876,2023-04-10,Debit Card,Refunded
Sports & Outdoors,5,44.19825941,220.9912971,2023-02-09,Debit Card,Pending
Books,5,493.8145582,2469.072791,2023-09-12,PayPal,Pending
Sports & Outdoors,1,310.3692092,310.3692092,2023-07-21,PayPal,Completed
Electronics,2,150.0570188,300.1140375,2023-08-21,Credit Card,Completed
Clothing,3,131.8180731,395.4542193,2023-01-31,Gift Card,Refunded
Clothing,3,30.13094304,90.39282913,2023-04-25,Debit Card,Cancelled
Beauty & Health,3,157.2714997,471.8144991,2023-06-07,Gift Card,Completed
Sports & Outdoors,5,221.4526914,1107.263457,2023-12-09,PayPal,Cancelled
Clothing,1,438.5275912,438.5275912,2023-02-10,Debit Card,Cancelled
Books,1,160.191068,160.191068,2023-05-29,Debit Card,Refunded
Home & Kitchen,1,123.8846472,123.8846472,2023-04-23,Debit Card,Completed
Sports & Outdoors,5,428.7690136,2143.845068,2023-03-25,Gift Card,Completed
Home & Kitchen,1,316.3118873,316.3118873,2023-06-24,PayPal,Completed
Sports & Outdoors,4,142.4561764,569.8247057,2023-01-22,Gift Card,Completed
Sports & Outdoors,4,406.6201073,1626.480429,2023-12-12,Credit Card,Completed
Sports & Outdoors,5,445.8679262,2229.339631,2023-08-18,Gift Card,Cancelled
Electronics,5,271.0551423,1355.275711,2023-07-27,PayPal,Completed
Sports & Outdoors,5,190.0186949,950.0934743,2023-09-07,Gift Card,Pending
Books,4,180.7191122,722.8764489,2023-12-30,PayPal,Pending
Beauty & Health,5,425.1629471,2125.814736,2023-12-30,Credit Card,Cancelled
Home & Kitchen,2,124.796919,249.593838,2023-12-08,PayPal,Pending
Sports & Outdoors,4,224.5442197,898.1768787,2023-06-09,Debit Card,Pending
Books,4,443.5457996,1774.183198,2023-08-18,Credit Card,Pending
Books,4,258.1643,1032.6572,2023-01-13,Credit Card,Refunded
Home & Kitchen,1,324.5567971,324.5567971,2023-09-30,PayPal,Cancelled
Sports & Outdoors,5,282.6081053,1413.040526,2023-07-31,Gift Card,Pending
Clothing,2,199.9485266,399.8970533,2023-05-08,Debit Card,Refunded
Clothing,4,323.9380573,1295.752229,2023-01-20,Gift Card,Pending
Sports & Outdoors,5,467.259867,2336.299335,2023-10-14,PayPal,Completed
Home & Kitchen,2,298.6136365,597.227273,2023-07-10,Debit Card,Cancelled
Books,2,226.2712643,452.5425286,2023-03-13,PayPal,Refunded
Beauty & Health,4,120.8779101,483.5116406,2023-07-04,PayPal,Refunded
Clothing,1,48.69204701,48.69204701,2023-03-31,Gift Card,Refunded
Books,3,46.81421689,140.4426507,2023-05-03,Credit Card,Completed
Beauty & Health,1,263.3659812,263.3659812,2023-03-11,Gift Card,Pending
Electronics,1,458.2416819,458.2416819,2023-08-02,Gift Card,Pending
Beauty & Health,1,168.4914698,168.4914698,2023-02-28,Gift Card,Refunded
Books,1,253.0245977,253.0245977,2023-10-21,PayPal,Cancelled
Clothing,3,257.6678177,773.0034531,2023-05-22,Debit Card,Cancelled
Books,5,479.3783983,2396.891991,2023-10-28,Gift Card,Completed
Sports & Outdoors,2,285.7250949,571.4501897,2023-01-07,Gift Card,Cancelled
Books,1,193.1102085,193.1102085,2023-12-04,Gift Card,Refunded
Home & Kitchen,1,363.9567641,363.9567641,2023-12-09,Credit Card,Completed
Sports & Outdoors,5,452.3301577,2261.650789,2023-01-01,Credit Card,Pending
Clothing,4,36.33973075,145.358923,2023-06-02,Gift Card,Refunded
Clothing,4,476.7046228,1906.818491,2023-11-12,Gift Card,Cancelled
Clothing,4,15.97893326,63.91573304,2023-01-23,Debit Card,Pending
Sports & Outdoors,1,398.6672923,398.6672923,2023-12-19,Credit Card,Refunded
Books,2,484.5154881,969.0309762,2023-01-07,Debit Card,Completed
Beauty & Health,1,481.388901,481.388901,2023-08-24,Credit Card,Refunded
Books,4,337.792217,1351.168868,2023-04-20,PayPal,Cancelled
Home & Kitchen,4,105.718175,422.8727,2023-03-28,PayPal,Refunded
Beauty & Health,1,293.1472621,293.1472621,2023-02-11,Credit Card,Pending
Electronics,5,97.86791528,489.3395764,2023-10-14,Gift Card,Cancelled
Sports & Outdoors,3,140.3125982,420.9377945,2023-02-03,Gift Card,Completed
Electronics,1,157.3403187,157.3403187,2023-05-25,Debit Card,Pending
Sports & Outdoors,4,499.7315786,1998.926314,2023-06-20,Gift Card,Completed
Sports & Outdoors,3,108.305184,324.9155519,2023-07-23,Gift Card,Pending
Beauty & Health,2,169.6751129,339.3502257,2023-01-19,PayPal,Refunded
Home & Kitchen,2,435.2543354,870.5086708,2023-02-06,PayPal,Cancelled
Electronics,1,239.8989751,239.8989751,2023-09-27,PayPal,Pending
Sports & Outdoors,5,65.57508414,327.8754207,2023-04-02,PayPal,Pending
Home & Kitchen,5,282.9933677,1414.966838,2023-01-14,PayPal,Refunded
Home & Kitchen,4,278.0329074,1112.13163,2023-06-05,Gift Card,Cancelled
Sports & Outdoors,5,31.07073262,155.3536631,2023-01-05,Gift Card,Completed
Beauty & Health,4,23.00774572,92.0309829,2023-07-08,Credit Card,Cancelled
Clothing,2,361.4801465,722.9602931,2023-08-25,Debit Card,Cancelled
Books,5,470.7648877,2353.824438,2023-05-24,Credit Card,Refunded
Books,3,411.5528297,1234.658489,2023-11-14,Gift Card,Completed
Books,3,345.5492322,1036.647697,2023-12-04,Gift Card,Refunded
Clothing,2,271.4456415,542.8912831,2023-09-02,PayPal,Refunded
Books,2,184.5088905,369.017781,2023-10-21,Gift Card,Cancelled
Electronics,4,89.04574202,356.1829681,2023-05-10,PayPal,Refunded
Beauty & Health,2,321.9373813,643.8747626,2023-03-08,Credit Card,Cancelled
Clothing,1,402.2429875,402.2429875,2023-12-03,Debit Card,Refunded
Clothing,1,237.5112832,237.5112832,2023-02-21,Debit Card,Refunded
Clothing,5,310.1393045,1550.696523,2023-10-23,PayPal,Pending
Books,3,161.776335,485.3290049,2023-11-16,Credit Card,Refunded
Home & Kitchen,4,206.6005751,826.4023006,2023-03-16,Gift Card,Cancelled
Books,4,282.7641795,1131.056718,2023-04-22,Credit Card,Completed
Home & Kitchen,5,439.1990807,2195.995404,2023-07-21,Gift Card,Completed
Books,3,387.4469461,1162.340838,2023-08-23,Credit Card,Cancelled
Clothing,5,102.7478204,513.7391019,2023-04-04,Gift Card,Cancelled
Clothing,3,405.8310257,1217.493077,2023-11-15,Debit Card,Cancelled
Books,4,434.8847437,1739.538975,2023-12-09,Credit Card,Refunded
Beauty & Health,3,24.10302702,72.30908105,2023-01-30,Debit Card,Cancelled
Beauty & Health,4,111.7957172,447.1828687,2023-10-19,PayPal,Completed
Sports & Outdoors,1,246.6602271,246.6602271,2023-12-17,Debit Card,Completed
Clothing,3,274.5717793,823.7153378,2023-12-18,Gift Card,Refunded
Home & Kitchen,4,34.29094629,137.1637852,2023-07-28,Debit Card,Cancelled
Sports & Outdoors,4,290.0288378,1160.115351,2023-06-24,PayPal,Cancelled
Clothing,5,167.2482799,836.2413996,2023-09-22,Credit Card,Pending
Books,3,163.2481965,489.7445894,2023-01-31,Gift Card,Cancelled
Books,4,285.30188,1141.20752,2023-01-01,Credit Card,Cancelled
Sports & Outdoors,4,143.5755514,574.3022057,2023-05-23,Credit Card,Pending
Books,5,181.4499906,907.2499529,2023-10-23,PayPal,Completed
Sports & Outdoors,5,44.86424002,224.3212001,2023-06-22,PayPal,Cancelled
Clothing,5,372.0004175,1860.002087,2023-04-22,Credit Card,Refunded
Books,3,259.9548107,779.8644321,2023-01-27,PayPal,Refunded
Electronics,2,14.84556469,29.69112939,2023-04-20,Debit Card,Cancelled
Clothing,1,173.248507,173.248507,2023-07-06,PayPal,Cancelled
Clothing,5,447.2771937,2236.385969,2023-09-08,Credit Card,Pending
Beauty & Health,1,468.9310528,468.9310528,2023-01-21,Debit Card,Refunded
Sports & Outdoors,5,97.18501404,485.9250702,2023-02-13,Debit Card,Cancelled
Sports & Outdoors,4,415.0171891,1660.068756,2023-06-25,PayPal,Cancelled
Books,1,143.8855425,143.8855425,2023-01-17,PayPal,Completed
Electronics,5,128.2087635,641.0438176,2023-09-27,Gift Card,Pending
Electronics,2,115.2743211,230.5486422,2023-01-30,Credit Card,Pending
Home & Kitchen,5,209.2853418,1046.426709,2023-04-24,Debit Card,Completed
Beauty & Health,1,102.2605183,102.2605183,2023-04-26,Gift Card,Cancelled
Beauty & Health,3,150.3144036,450.9432107,2023-04-22,Gift Card,Cancelled
Beauty & Health,1,43.71143504,43.71143504,2023-03-15,Gift Card,Refunded
Sports & Outdoors,1,215.3522718,215.3522718,2023-12-05,Gift Card,Pending
Electronics,4,152.1922348,608.7689392,2023-05-11,PayPal,Pending
Books,1,481.2907066,481.2907066,2023-02-08,Debit Card,Cancelled
Books,4,443.6565668,1774.626267,2023-04-27,PayPal,Pending
Sports & Outdoors,4,435.3564236,1741.425694,2023-11-19,Credit Card,Refunded
Home & Kitchen,2,101.0595756,202.1191513,2023-01-19,Gift Card,Completed
Beauty & Health,4,204.2417833,816.9671333,2023-05-09,Debit Card,Cancelled
Books,3,211.6978995,635.0936986,2023-06-04,Credit Card,Completed
Sports & Outdoors,3,450.8515847,1352.554754,2023-02-17,Credit Card,Completed
Electronics,2,29.54745164,59.09490328,2023-07-27,Credit Card,Refunded
Books,5,364.9555757,1824.777878,2023-07-28,Credit Card,Pending
Electronics,5,32.76549231,163.8274616,2023-07-25,PayPal,Pending
Sports & Outdoors,3,108.0474435,324.1423304,2023-08-21,PayPal,Pending
Home & Kitchen,3,314.6306446,943.8919339,2023-06-03,Credit Card,Cancelled
Home & Kitchen,4,31.44194958,125.7677983,2023-03-12,Gift Card,Completed
Books,4,421.7330249,1686.9321,2023-04-25,Credit Card,Pending
Clothing,1,117.8548861,117.8548861,2023-11-09,PayPal,Cancelled
Books,5,71.14846117,355.7423059,2023-01-07,Credit Card,Cancelled
Clothing,3,446.0748631,1338.224589,2023-06-27,Debit Card,Cancelled
Home & Kitchen,1,139.3312134,139.3312134,2023-07-28,PayPal,Pending
Home & Kitchen,2,117.9222691,235.8445382,2023-10-07,PayPal,Pending
Electronics,3,132.6427885,397.9283656,2023-10-15,PayPal,Pending
Home & Kitchen,3,95.57191897,286.7157569,2023-04-09,Credit Card,Refunded
Clothing,5,489.4867428,2447.433714,2023-03-06,PayPal,Refunded
Sports & Outdoors,2,301.3909805,602.781961,2023-04-30,Gift Card,Cancelled
Home & Kitchen,4,239.20782,956.8312799,2023-01-13,Debit Card,Refunded
Electronics,1,179.1424401,179.1424401,2023-04-21,Credit Card,Cancelled
Home & Kitchen,5,71.8201617,359.1008085,2023-01-03,PayPal,Refunded
Sports & Outdoors,1,288.2527024,288.2527024,2023-09-09,Debit Card,Pending
